The format of each line in this txt is (video_path,annotation_path,start_frame_id,end_frame_id)
rabbit/rabbit-5/img,rabbit/rabbit-5/groundtruth.txt,1,4642
rabbit/rabbit-6/img,rabbit/rabbit-6/groundtruth.txt,1,1468
rabbit/rabbit-7/img,rabbit/rabbit-7/groundtruth.txt,1,1488
rabbit/rabbit-8/img,rabbit/rabbit-8/groundtruth.txt,1,5586
rabbit/rabbit-9/img,rabbit/rabbit-9/groundtruth.txt,1,1357
racing/racing-1/img,racing/racing-1/groundtruth.txt,1,1605
racing/racing-11/img,racing/racing-11/groundtruth.txt,1,1264
racing/racing-12/img,racing/racing-12/groundtruth.txt,1,1137
racing/racing-13/img,racing/racing-13/groundtruth.txt,1,1060
racing/racing-14/img,racing/racing-14/groundtruth.txt,1,1240
racing/racing-17/img,racing/racing-17/groundtruth.txt,1,1286
racing/racing-18/img,racing/racing-18/groundtruth.txt,1,7040
racing/racing-19/img,racing/racing-19/groundtruth.txt,1,3188
racing/racing-2/img,racing/racing-2/groundtruth.txt,1,8028
racing/racing-3/img,racing/racing-3/groundtruth.txt,1,1000
racing/racing-4/img,racing/racing-4/groundtruth.txt,1,2240
racing/racing-5/img,racing/racing-5/groundtruth.txt,1,4784
racing/racing-6/img,racing/racing-6/groundtruth.txt,1,1910
racing/racing-7/img,racing/racing-7/groundtruth.txt,1,1502
racing/racing-8/img,racing/racing-8/groundtruth.txt,1,4561
racing/racing-9/img,racing/racing-9/groundtruth.txt,1,2897
robot/robot-10/img,robot/robot-10/groundtruth.txt,1,2703
robot/robot-11/img,robot/robot-11/groundtruth.txt,1,2018
robot/robot-12/img,robot/robot-12/groundtruth.txt,1,2347
robot/robot-13/img,robot/robot-13/groundtruth.txt,1,7242
robot/robot-14/img,robot/robot-14/groundtruth.txt,1,1305
robot/robot-15/img,robot/robot-15/groundtruth.txt,1,9193
robot/robot-16/img,robot/robot-16/groundtruth.txt,1,2005
robot/robot-17/img,robot/robot-17/groundtruth.txt,1,2501
robot/robot-18/img,robot/robot-18/groundtruth.txt,1,5497
robot/robot-2/img,robot/robot-2/groundtruth.txt,1,3200
robot/robot-20/img,robot/robot-20/groundtruth.txt,1,5933
robot/robot-3/img,robot/robot-3/groundtruth.txt,1,3970
robot/robot-4/img,robot/robot-4/groundtruth.txt,1,3851
robot/robot-6/img,robot/robot-6/groundtruth.txt,1,4051
robot/robot-7/img,robot/robot-7/groundtruth.txt,1,2893
robot/robot-9/img,robot/robot-9/groundtruth.txt,1,1353
rubicCube/rubicCube-10/img,rubicCube/rubicCube-10/groundtruth.txt,1,2611
rubicCube/rubicCube-11/img,rubicCube/rubicCube-11/groundtruth.txt,1,3786
rubicCube/rubicCube-12/img,rubicCube/rubicCube-12/groundtruth.txt,1,1877
rubicCube/rubicCube-13/img,rubicCube/rubicCube-13/groundtruth.txt,1,3261
rubicCube/rubicCube-15/img,rubicCube/rubicCube-15/groundtruth.txt,1,1351
rubicCube/rubicCube-16/img,rubicCube/rubicCube-16/groundtruth.txt,1,2701
rubicCube/rubicCube-17/img,rubicCube/rubicCube-17/groundtruth.txt,1,1060
rubicCube/rubicCube-18/img,rubicCube/rubicCube-18/groundtruth.txt,1,2571
rubicCube/rubicCube-2/img,rubicCube/rubicCube-2/groundtruth.txt,1,1651
rubicCube/rubicCube-20/img,rubicCube/rubicCube-20/groundtruth.txt,1,2301
rubicCube/rubicCube-3/img,rubicCube/rubicCube-3/groundtruth.txt,1,2400
rubicCube/rubicCube-4/img,rubicCube/rubicCube-4/groundtruth.txt,1,1500
rubicCube/rubicCube-5/img,rubicCube/rubicCube-5/groundtruth.txt,1,2782
rubicCube/rubicCube-7/img,rubicCube/rubicCube-7/groundtruth.txt,1,1884
rubicCube/rubicCube-8/img,rubicCube/rubicCube-8/groundtruth.txt,1,2319
rubicCube/rubicCube-9/img,rubicCube/rubicCube-9/groundtruth.txt,1,1750
sepia/sepia-1/img,sepia/sepia-1/groundtruth.txt,1,1905
sepia/sepia-10/img,sepia/sepia-10/groundtruth.txt,1,1052
sepia/sepia-11/img,sepia/sepia-11/groundtruth.txt,1,1030
sepia/sepia-12/img,sepia/sepia-12/groundtruth.txt,1,2063
sepia/sepia-14/img,sepia/sepia-14/groundtruth.txt,1,1409
sepia/sepia-15/img,sepia/sepia-15/groundtruth.txt,1,1806
sepia/sepia-17/img,sepia/sepia-17/groundtruth.txt,1,1726
sepia/sepia-18/img,sepia/sepia-18/groundtruth.txt,1,1473
sepia/sepia-19/img,sepia/sepia-19/groundtruth.txt,1,3225
sepia/sepia-2/img,sepia/sepia-2/groundtruth.txt,1,1051
sepia/sepia-20/img,sepia/sepia-20/groundtruth.txt,1,1316
sepia/sepia-3/img,sepia/sepia-3/groundtruth.txt,1,2850
sepia/sepia-4/img,sepia/sepia-4/groundtruth.txt,1,1211
sepia/sepia-5/img,sepia/sepia-5/groundtruth.txt,1,3611
sepia/sepia-7/img,sepia/sepia-7/groundtruth.txt,1,2818
sepia/sepia-9/img,sepia/sepia-9/groundtruth.txt,1,1602
shark/shark-1/img,shark/shark-1/groundtruth.txt,1,1354
shark/shark-10/img,shark/shark-10/groundtruth.txt,1,2773
shark/shark-11/img,shark/shark-11/groundtruth.txt,1,5613
shark/shark-12/img,shark/shark-12/groundtruth.txt,1,1169
shark/shark-13/img,shark/shark-13/groundtruth.txt,1,2666
shark/shark-14/img,shark/shark-14/groundtruth.txt,1,3201
shark/shark-15/img,shark/shark-15/groundtruth.txt,1,2519
shark/shark-16/img,shark/shark-16/groundtruth.txt,1,1030
shark/shark-17/img,shark/shark-17/groundtruth.txt,1,1068
shark/shark-18/img,shark/shark-18/groundtruth.txt,1,1329
shark/shark-19/img,shark/shark-19/groundtruth.txt,1,3519
shark/shark-20/img,shark/shark-20/groundtruth.txt,1,2514
shark/shark-4/img,shark/shark-4/groundtruth.txt,1,1317
shark/shark-7/img,shark/shark-7/groundtruth.txt,1,1518
shark/shark-8/img,shark/shark-8/groundtruth.txt,1,1248
shark/shark-9/img,shark/shark-9/groundtruth.txt,1,1263
sheep/sheep-1/img,sheep/sheep-1/groundtruth.txt,1,5853
sheep/sheep-10/img,sheep/sheep-10/groundtruth.txt,1,1783
sheep/sheep-11/img,sheep/sheep-11/groundtruth.txt,1,1379
sheep/sheep-12/img,sheep/sheep-12/groundtruth.txt,1,1227
sheep/sheep-13/img,sheep/sheep-13/groundtruth.txt,1,1762
sheep/sheep-14/img,sheep/sheep-14/groundtruth.txt,1,4211
sheep/sheep-15/img,sheep/sheep-15/groundtruth.txt,1,1575
sheep/sheep-16/img,sheep/sheep-16/groundtruth.txt,1,1003
sheep/sheep-17/img,sheep/sheep-17/groundtruth.txt,1,1950
sheep/sheep-18/img,sheep/sheep-18/groundtruth.txt,1,2854
sheep/sheep-19/img,sheep/sheep-19/groundtruth.txt,1,4474
sheep/sheep-2/img,sheep/sheep-2/groundtruth.txt,1,3817
sheep/sheep-20/img,sheep/sheep-20/groundtruth.txt,1,1756
sheep/sheep-4/img,sheep/sheep-4/groundtruth.txt,1,1220
sheep/sheep-6/img,sheep/sheep-6/groundtruth.txt,1,3579
sheep/sheep-8/img,sheep/sheep-8/groundtruth.txt,1,1313
skateboard/skateboard-1/img,skateboard/skateboard-1/groundtruth.txt,1,2916
skateboard/skateboard-10/img,skateboard/skateboard-10/groundtruth.txt,1,8110
skateboard/skateboard-11/img,skateboard/skateboard-11/groundtruth.txt,1,3278
skateboard/skateboard-12/img,skateboard/skateboard-12/groundtruth.txt,1,1381
skateboard/skateboard-13/img,skateboard/skateboard-13/groundtruth.txt,1,3579
skateboard/skateboard-14/img,skateboard/skateboard-14/groundtruth.txt,1,2869
skateboard/skateboard-15/img,skateboard/skateboard-15/groundtruth.txt,1,1506
skateboard/skateboard-17/img,skateboard/skateboard-17/groundtruth.txt,1,4987
skateboard/skateboard-18/img,skateboard/skateboard-18/groundtruth.txt,1,4725
skateboard/skateboard-2/img,skateboard/skateboard-2/groundtruth.txt,1,2675
skateboard/skateboard-20/img,skateboard/skateboard-20/groundtruth.txt,1,8242
skateboard/skateboard-4/img,skateboard/skateboard-4/groundtruth.txt,1,3953
skateboard/skateboard-5/img,skateboard/skateboard-5/groundtruth.txt,1,1377
skateboard/skateboard-6/img,skateboard/skateboard-6/groundtruth.txt,1,2198
skateboard/skateboard-7/img,skateboard/skateboard-7/groundtruth.txt,1,1463
skateboard/skateboard-9/img,skateboard/skateboard-9/groundtruth.txt,1,6623
spider/spider-1/img,spider/spider-1/groundtruth.txt,1,3913
spider/spider-10/img,spider/spider-10/groundtruth.txt,1,1611
spider/spider-11/img,spider/spider-11/groundtruth.txt,1,3873
spider/spider-12/img,spider/spider-12/groundtruth.txt,1,1110
spider/spider-13/img,spider/spider-13/groundtruth.txt,1,2741
spider/spider-15/img,spider/spider-15/groundtruth.txt,1,1777
spider/spider-17/img,spider/spider-17/groundtruth.txt,1,3270
spider/spider-19/img,spider/spider-19/groundtruth.txt,1,1803
spider/spider-2/img,spider/spider-2/groundtruth.txt,1,1456
spider/spider-3/img,spider/spider-3/groundtruth.txt,1,9999
spider/spider-4/img,spider/spider-4/groundtruth.txt,1,6551
spider/spider-5/img,spider/spider-5/groundtruth.txt,1,3130
spider/spider-6/img,spider/spider-6/groundtruth.txt,1,1238
spider/spider-7/img,spider/spider-7/groundtruth.txt,1,1070
spider/spider-8/img,spider/spider-8/groundtruth.txt,1,2245
spider/spider-9/img,spider/spider-9/groundtruth.txt,1,1402
squirrel/squirrel-1/img,squirrel/squirrel-1/groundtruth.txt,1,2641
squirrel/squirrel-10/img,squirrel/squirrel-10/groundtruth.txt,1,1369
squirrel/squirrel-12/img,squirrel/squirrel-12/groundtruth.txt,1,1921
squirrel/squirrel-14/img,squirrel/squirrel-14/groundtruth.txt,1,1171
squirrel/squirrel-15/img,squirrel/squirrel-15/groundtruth.txt,1,2306
squirrel/squirrel-16/img,squirrel/squirrel-16/groundtruth.txt,1,1871
squirrel/squirrel-17/img,squirrel/squirrel-17/groundtruth.txt,1,1000
squirrel/squirrel-18/img,squirrel/squirrel-18/groundtruth.txt,1,1285
squirrel/squirrel-2/img,squirrel/squirrel-2/groundtruth.txt,1,2731
squirrel/squirrel-20/img,squirrel/squirrel-20/groundtruth.txt,1,1022
squirrel/squirrel-3/img,squirrel/squirrel-3/groundtruth.txt,1,1617
squirrel/squirrel-4/img,squirrel/squirrel-4/groundtruth.txt,1,1509
squirrel/squirrel-5/img,squirrel/squirrel-5/groundtruth.txt,1,1244
squirrel/squirrel-6/img,squirrel/squirrel-6/groundtruth.txt,1,1820
squirrel/squirrel-7/img,squirrel/squirrel-7/groundtruth.txt,1,2022
squirrel/squirrel-9/img,squirrel/squirrel-9/groundtruth.txt,1,1446
surfboard/surfboard-1/img,surfboard/surfboard-1/groundtruth.txt,1,9999
surfboard/surfboard-10/img,surfboard/surfboard-10/groundtruth.txt,1,1960
surfboard/surfboard-11/img,surfboard/surfboard-11/groundtruth.txt,1,7616
surfboard/surfboard-13/img,surfboard/surfboard-13/groundtruth.txt,1,1556
surfboard/surfboard-14/img,surfboard/surfboard-14/groundtruth.txt,1,1479
surfboard/surfboard-15/img,surfboard/surfboard-15/groundtruth.txt,1,1480
surfboard/surfboard-16/img,surfboard/surfboard-16/groundtruth.txt,1,1495
surfboard/surfboard-17/img,surfboard/surfboard-17/groundtruth.txt,1,1460
surfboard/surfboard-18/img,surfboard/surfboard-18/groundtruth.txt,1,1882
surfboard/surfboard-19/img,surfboard/surfboard-19/groundtruth.txt,1,2986
surfboard/surfboard-2/img,surfboard/surfboard-2/groundtruth.txt,1,1027
surfboard/surfboard-20/img,surfboard/surfboard-20/groundtruth.txt,1,1089
surfboard/surfboard-3/img,surfboard/surfboard-3/groundtruth.txt,1,1052
surfboard/surfboard-6/img,surfboard/surfboard-6/groundtruth.txt,1,3683
surfboard/surfboard-7/img,surfboard/surfboard-7/groundtruth.txt,1,1352
surfboard/surfboard-9/img,surfboard/surfboard-9/groundtruth.txt,1,1435
swing/swing-1/img,swing/swing-1/groundtruth.txt,1,1515
swing/swing-11/img,swing/swing-11/groundtruth.txt,1,1777
swing/swing-12/img,swing/swing-12/groundtruth.txt,1,1925
swing/swing-13/img,swing/swing-13/groundtruth.txt,1,1400
swing/swing-15/img,swing/swing-15/groundtruth.txt,1,4004
swing/swing-16/img,swing/swing-16/groundtruth.txt,1,1160
swing/swing-18/img,swing/swing-18/groundtruth.txt,1,1000
swing/swing-19/img,swing/swing-19/groundtruth.txt,1,1569
swing/swing-2/img,swing/swing-2/groundtruth.txt,1,1833
swing/swing-3/img,swing/swing-3/groundtruth.txt,1,4638
swing/swing-4/img,swing/swing-4/groundtruth.txt,1,3825
swing/swing-5/img,swing/swing-5/groundtruth.txt,1,1956
swing/swing-6/img,swing/swing-6/groundtruth.txt,1,1267
swing/swing-7/img,swing/swing-7/groundtruth.txt,1,6519
swing/swing-8/img,swing/swing-8/groundtruth.txt,1,1867
swing/swing-9/img,swing/swing-9/groundtruth.txt,1,1292
tank/tank-1/img,tank/tank-1/groundtruth.txt,1,2644
tank/tank-10/img,tank/tank-10/groundtruth.txt,1,1605
tank/tank-11/img,tank/tank-11/groundtruth.txt,1,1909
tank/tank-12/img,tank/tank-12/groundtruth.txt,1,3254
tank/tank-13/img,tank/tank-13/groundtruth.txt,1,3478
tank/tank-15/img,tank/tank-15/groundtruth.txt,1,3003
tank/tank-17/img,tank/tank-17/groundtruth.txt,1,2106
tank/tank-18/img,tank/tank-18/groundtruth.txt,1,4164
tank/tank-19/img,tank/tank-19/groundtruth.txt,1,3857
tank/tank-2/img,tank/tank-2/groundtruth.txt,1,7628
tank/tank-20/img,tank/tank-20/groundtruth.txt,1,1638
tank/tank-3/img,tank/tank-3/groundtruth.txt,1,1000
tank/tank-4/img,tank/tank-4/groundtruth.txt,1,2504
tank/tank-5/img,tank/tank-5/groundtruth.txt,1,2629
tank/tank-7/img,tank/tank-7/groundtruth.txt,1,1700
tank/tank-8/img,tank/tank-8/groundtruth.txt,1,2747
tiger/tiger-1/img,tiger/tiger-1/groundtruth.txt,1,1000
tiger/tiger-10/img,tiger/tiger-10/groundtruth.txt,1,2294
tiger/tiger-11/img,tiger/tiger-11/groundtruth.txt,1,1130
tiger/tiger-13/img,tiger/tiger-13/groundtruth.txt,1,3555
tiger/tiger-14/img,tiger/tiger-14/groundtruth.txt,1,1207
tiger/tiger-15/img,tiger/tiger-15/groundtruth.txt,1,1360
tiger/tiger-16/img,tiger/tiger-16/groundtruth.txt,1,2229
tiger/tiger-17/img,tiger/tiger-17/groundtruth.txt,1,3128
tiger/tiger-19/img,tiger/tiger-19/groundtruth.txt,1,3226
tiger/tiger-2/img,tiger/tiger-2/groundtruth.txt,1,1160
tiger/tiger-20/img,tiger/tiger-20/groundtruth.txt,1,3571
tiger/tiger-3/img,tiger/tiger-3/groundtruth.txt,1,3125
tiger/tiger-5/img,tiger/tiger-5/groundtruth.txt,1,1461
tiger/tiger-7/img,tiger/tiger-7/groundtruth.txt,1,2537
tiger/tiger-8/img,tiger/tiger-8/groundtruth.txt,1,1589
tiger/tiger-9/img,tiger/tiger-9/groundtruth.txt,1,2134
train/train-10/img,train/train-10/groundtruth.txt,1,1304
train/train-12/img,train/train-12/groundtruth.txt,1,2187
train/train-13/img,train/train-13/groundtruth.txt,1,5255
train/train-14/img,train/train-14/groundtruth.txt,1,3917
train/train-15/img,train/train-15/groundtruth.txt,1,2802
train/train-16/img,train/train-16/groundtruth.txt,1,3731
train/train-17/img,train/train-17/groundtruth.txt,1,3108
train/train-18/img,train/train-18/groundtruth.txt,1,1917
train/train-19/img,train/train-19/groundtruth.txt,1,3365
train/train-2/img,train/train-2/groundtruth.txt,1,2000
train/train-3/img,train/train-3/groundtruth.txt,1,1618
train/train-4/img,train/train-4/groundtruth.txt,1,1610
train/train-5/img,train/train-5/groundtruth.txt,1,3394
train/train-6/img,train/train-6/groundtruth.txt,1,1747
train/train-8/img,train/train-8/groundtruth.txt,1,1426
train/train-9/img,train/train-9/groundtruth.txt,1,2358
truck/truck-1/img,truck/truck-1/groundtruth.txt,1,1625
truck/truck-10/img,truck/truck-10/groundtruth.txt,1,1305
truck/truck-11/img,truck/truck-11/groundtruth.txt,1,6121
truck/truck-12/img,truck/truck-12/groundtruth.txt,1,1020
truck/truck-13/img,truck/truck-13/groundtruth.txt,1,1000
truck/truck-14/img,truck/truck-14/groundtruth.txt,1,1052
truck/truck-15/img,truck/truck-15/groundtruth.txt,1,2000
truck/truck-17/img,truck/truck-17/groundtruth.txt,1,5600
truck/truck-18/img,truck/truck-18/groundtruth.txt,1,2229
truck/truck-19/img,truck/truck-19/groundtruth.txt,1,4840
truck/truck-2/img,truck/truck-2/groundtruth.txt,1,1613
truck/truck-20/img,truck/truck-20/groundtruth.txt,1,2144
truck/truck-4/img,truck/truck-4/groundtruth.txt,1,1401
truck/truck-5/img,truck/truck-5/groundtruth.txt,1,9843
truck/truck-8/img,truck/truck-8/groundtruth.txt,1,1396
truck/truck-9/img,truck/truck-9/groundtruth.txt,1,9999
turtle/turtle-1/img,turtle/turtle-1/groundtruth.txt,1,2333
turtle/turtle-10/img,turtle/turtle-10/groundtruth.txt,1,9985
turtle/turtle-11/img,turtle/turtle-11/groundtruth.txt,1,6917
turtle/turtle-12/img,turtle/turtle-12/groundtruth.txt,1,1000
turtle/turtle-13/img,turtle/turtle-13/groundtruth.txt,1,1978
turtle/turtle-14/img,turtle/turtle-14/groundtruth.txt,1,1012
turtle/turtle-15/img,turtle/turtle-15/groundtruth.txt,1,1888
turtle/turtle-17/img,turtle/turtle-17/groundtruth.txt,1,4516
turtle/turtle-18/img,turtle/turtle-18/groundtruth.txt,1,5307
turtle/turtle-19/img,turtle/turtle-19/groundtruth.txt,1,1263
turtle/turtle-2/img,turtle/turtle-2/groundtruth.txt,1,4292
turtle/turtle-20/img,turtle/turtle-20/groundtruth.txt,1,1000
turtle/turtle-3/img,turtle/turtle-3/groundtruth.txt,1,2224
turtle/turtle-4/img,turtle/turtle-4/groundtruth.txt,1,1860
turtle/turtle-6/img,turtle/turtle-6/groundtruth.txt,1,4639
turtle/turtle-7/img,turtle/turtle-7/groundtruth.txt,1,1737
umbrella/umbrella-1/img,umbrella/umbrella-1/groundtruth.txt,1,2272
umbrella/umbrella-10/img,umbrella/umbrella-10/groundtruth.txt,1,5302
umbrella/umbrella-11/img,umbrella/umbrella-11/groundtruth.txt,1,7243
umbrella/umbrella-12/img,umbrella/umbrella-12/groundtruth.txt,1,6381
umbrella/umbrella-13/img,umbrella/umbrella-13/groundtruth.txt,1,7509
umbrella/umbrella-14/img,umbrella/umbrella-14/groundtruth.txt,1,8444
umbrella/umbrella-15/img,umbrella/umbrella-15/groundtruth.txt,1,5070
umbrella/umbrella-16/img,umbrella/umbrella-16/groundtruth.txt,1,1542
umbrella/umbrella-18/img,umbrella/umbrella-18/groundtruth.txt,1,4769
umbrella/umbrella-20/img,umbrella/umbrella-20/groundtruth.txt,1,1399
umbrella/umbrella-3/img,umbrella/umbrella-3/groundtruth.txt,1,1354
umbrella/umbrella-4/img,umbrella/umbrella-4/groundtruth.txt,1,1853
umbrella/umbrella-5/img,umbrella/umbrella-5/groundtruth.txt,1,1812
umbrella/umbrella-6/img,umbrella/umbrella-6/groundtruth.txt,1,1467
umbrella/umbrella-7/img,umbrella/umbrella-7/groundtruth.txt,1,1697
umbrella/umbrella-8/img,umbrella/umbrella-8/groundtruth.txt,1,2882
volleyball/volleyball-10/img,volleyball/volleyball-10/groundtruth.txt,1,1650
volleyball/volleyball-11/img,volleyball/volleyball-11/groundtruth.txt,1,1822
volleyball/volleyball-12/img,volleyball/volleyball-12/groundtruth.txt,1,1189
volleyball/volleyball-14/img,volleyball/volleyball-14/groundtruth.txt,1,1057
volleyball/volleyball-15/img,volleyball/volleyball-15/groundtruth.txt,1,2101
volleyball/volleyball-16/img,volleyball/volleyball-16/groundtruth.txt,1,1180
volleyball/volleyball-17/img,volleyball/volleyball-17/groundtruth.txt,1,1129
volleyball/volleyball-2/img,volleyball/volleyball-2/groundtruth.txt,1,1425
volleyball/volleyball-20/img,volleyball/volleyball-20/groundtruth.txt,1,1360
volleyball/volleyball-3/img,volleyball/volleyball-3/groundtruth.txt,1,2053
volleyball/volleyball-4/img,volleyball/volleyball-4/groundtruth.txt,1,1115
volleyball/volleyball-5/img,volleyball/volleyball-5/groundtruth.txt,1,1600
volleyball/volleyball-6/img,volleyball/volleyball-6/groundtruth.txt,1,1620
volleyball/volleyball-7/img,volleyball/volleyball-7/groundtruth.txt,1,1063
volleyball/volleyball-8/img,volleyball/volleyball-8/groundtruth.txt,1,1725
volleyball/volleyball-9/img,volleyball/volleyball-9/groundtruth.txt,1,1641
yoyo/yoyo-1/img,yoyo/yoyo-1/groundtruth.txt,1,5288
yoyo/yoyo-10/img,yoyo/yoyo-10/groundtruth.txt,1,2200
yoyo/yoyo-11/img,yoyo/yoyo-11/groundtruth.txt,1,1452
yoyo/yoyo-12/img,yoyo/yoyo-12/groundtruth.txt,1,5462
yoyo/yoyo-13/img,yoyo/yoyo-13/groundtruth.txt,1,4310
yoyo/yoyo-14/img,yoyo/yoyo-14/groundtruth.txt,1,3263
yoyo/yoyo-16/img,yoyo/yoyo-16/groundtruth.txt,1,1270
yoyo/yoyo-18/img,yoyo/yoyo-18/groundtruth.txt,1,1975
yoyo/yoyo-2/img,yoyo/yoyo-2/groundtruth.txt,1,3000
yoyo/yoyo-20/img,yoyo/yoyo-20/groundtruth.txt,1,2933
yoyo/yoyo-3/img,yoyo/yoyo-3/groundtruth.txt,1,2459
yoyo/yoyo-4/img,yoyo/yoyo-4/groundtruth.txt,1,3417
yoyo/yoyo-5/img,yoyo/yoyo-5/groundtruth.txt,1,6479
yoyo/yoyo-6/img,yoyo/yoyo-6/groundtruth.txt,1,3475
yoyo/yoyo-8/img,yoyo/yoyo-8/groundtruth.txt,1,1973
yoyo/yoyo-9/img,yoyo/yoyo-9/groundtruth.txt,1,3044
zebra/zebra-1/img,zebra/zebra-1/groundtruth.txt,1,2206
zebra/zebra-11/img,zebra/zebra-11/groundtruth.txt,1,2202
zebra/zebra-12/img,zebra/zebra-12/groundtruth.txt,1,1829
zebra/zebra-13/img,zebra/zebra-13/groundtruth.txt,1,1065
zebra/zebra-15/img,zebra/zebra-15/groundtruth.txt,1,5440
zebra/zebra-18/img,zebra/zebra-18/groundtruth.txt,1,2880
zebra/zebra-19/img,zebra/zebra-19/groundtruth.txt,1,2279
zebra/zebra-2/img,zebra/zebra-2/groundtruth.txt,1,1637
zebra/zebra-20/img,zebra/zebra-20/groundtruth.txt,1,3335
zebra/zebra-3/img,zebra/zebra-3/groundtruth.txt,1,1159
zebra/zebra-4/img,zebra/zebra-4/groundtruth.txt,1,1330
zebra/zebra-5/img,zebra/zebra-5/groundtruth.txt,1,3121
zebra/zebra-6/img,zebra/zebra-6/groundtruth.txt,1,1384
zebra/zebra-7/img,zebra/zebra-7/groundtruth.txt,1,2295
zebra/zebra-8/img,zebra/zebra-8/groundtruth.txt,1,2634
zebra/zebra-9/img,zebra/zebra-9/groundtruth.txt,1,2540
